run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR2684380	SAMEA4778665	ERX2698994	PRJEB27628	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2684380/ERR2684380.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684380/chy002_GCAGTCC_merged.160927.hs37d5.fa.cons.90perc.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684380/chy002_GCAGTCC_merged.160927.hs37d5.fa.cons.90perc.bam.bai		
ERR2684383	SAMEA4778669	ERX2698997	PRJEB27628	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2684383/ERR2684383.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684383/cim359_CCTAGGT_merged.170411.hs37d5.fa.cons.90perc.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684383/cim359_CCTAGGT_merged.170411.hs37d5.fa.cons.90perc.bam.bai		
ERR2684387	SAMEA4778673	ERX2699001	PRJEB27628	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2684387/ERR2684387.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684387/kzb004_CTGCGAC_merged.160927.hs37d5.fa.cons.90perc.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684387/kzb004_CTGCGAC_merged.160927.hs37d5.fa.cons.90perc.bam.bai		
ERR2684388	SAMEA4778674	ERX2699002	PRJEB27628	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2684388/ERR2684388.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684388/kzb005_ACGTATG_merged.160927.hs37d5.fa.cons.90perc.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684388/kzb005_ACGTATG_merged.160927.hs37d5.fa.cons.90perc.bam.bai		
ERR2684391	SAMEA4778677	ERX2699005	PRJEB27628	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2684391/ERR2684391.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684391/kzb008_AAGCTAA_merged.160927.hs37d5.fa.cons.90perc.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684391/kzb008_AAGCTAA_merged.160927.hs37d5.fa.cons.90perc.bam.bai		
ERR2684392	SAMEA4778678	ERX2699006	PRJEB27628	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2684392/ERR2684392.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684392/kzb009_GACGGCG_merged.160927.hs37d5.fa.cons.90perc.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684392/kzb009_GACGGCG_merged.160927.hs37d5.fa.cons.90perc.bam.bai		
ERR2684396	SAMEA4778682	ERX2699010	PRJEB27628	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2684396/ERR2684396.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684396/mur004_GCTCGAA_merged.160927.hs37d5.fa.cons.90perc.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684396/mur004_GCTCGAA_merged.160927.hs37d5.fa.cons.90perc.bam.bai		
ERR2684397	SAMEA4778683	ERX2699011	PRJEB27628	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2684397/ERR2684397.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684397/scy006_TGCGTCC_merged.170411.hs37d5.fa.cons.90perc.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684397/scy006_TGCGTCC_merged.170411.hs37d5.fa.cons.90perc.bam.bai		
ERR2684398	SAMEA4778684	ERX2699012	PRJEB27628	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2684398/ERR2684398.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684398/scy009_GCATTGG_merged.170411.hs37d5.fa.cons.90perc.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684398/scy009_GCATTGG_merged.170411.hs37d5.fa.cons.90perc.bam.bai		
ERR2684400	SAMEA4778686	ERX2699014	PRJEB27628	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2684400/ERR2684400.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684400/scy011_CAATATG_merged.160927.hs37d5.fa.cons.90perc.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR268/ERR2684400/scy011_CAATATG_merged.160927.hs37d5.fa.cons.90perc.bam.bai		
