run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR3503725	SAMEA4877749	ERX3524939	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/005/ERR3503725/ERR3503725.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503725/Koszyce-3_1_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503725/Koszyce-3_1_final.bam.bai		
ERR3503726	SAMEA4877750	ERX3524940	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/006/ERR3503726/ERR3503726.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503726/Koszyce-3_2_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503726/Koszyce-3_2_final.bam.bai		
ERR3503727	SAMEA4877751	ERX3524941	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/007/ERR3503727/ERR3503727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503727/Koszyce-3_3_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503727/Koszyce-3_3_final.bam.bai		
ERR3503730	SAMEA4877754	ERX3524944	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3503730/ERR3503730.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503730/Koszyce-3_6_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503730/Koszyce-3_6_final.bam.bai		
ERR3503731	SAMEA4877755	ERX3524945	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3503731/ERR3503731.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503731/Koszyce-3_7_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503731/Koszyce-3_7_final.bam.bai		
ERR3503732	SAMEA4877756	ERX3524946	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/002/ERR3503732/ERR3503732.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503732/Koszyce-3_8_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503732/Koszyce-3_8_final.bam.bai		
ERR3503734	SAMEA4877758	ERX3524948	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3503734/ERR3503734.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503734/Koszyce-3_10_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503734/Koszyce-3_10_final.bam.bai		
ERR3503735	SAMEA4877759	ERX3524949	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/005/ERR3503735/ERR3503735.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503735/Koszyce-3_11_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503735/Koszyce-3_11_final.bam.bai		
ERR3503737	SAMEA4877761	ERX3524951	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/007/ERR3503737/ERR3503737.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503737/Koszyce-3_13_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503737/Koszyce-3_13_final.bam.bai		
ERR3503746	SAMEA4877770	ERX3524960	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/006/ERR3503746/ERR3503746.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503746/Sandomierz-78_gr-2_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503746/Sandomierz-78_gr-2_final.bam.bai		
ERR3503728	SAMEA4877752	ERX3524942	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/008/ERR3503728/ERR3503728.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503728/Koszyce-3_4_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503728/Koszyce-3_4_final.bam.bai		
ERR3503740	SAMEA4877764	ERX3524954	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/000/ERR3503740/ERR3503740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503740/Sandomierz-78_gr-8_sk-3_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503740/Sandomierz-78_gr-8_sk-3_final.bam.bai		
ERR3503741	SAMEA4877765	ERX3524955	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/001/ERR3503741/ERR3503741.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503741/Ksiaznice_gr-3ZC_ind-7_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503741/Ksiaznice_gr-3ZC_ind-7_final.bam.bai		
ERR3503742	SAMEA4877766	ERX3524956	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/002/ERR3503742/ERR3503742.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503742/Ksiaznice_gr-3ZC_ind-4_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503742/Ksiaznice_gr-3ZC_ind-4_final.bam.bai		
ERR3503743	SAMEA4877767	ERX3524957	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/003/ERR3503743/ERR3503743.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503743/Ksiaznice_gr-3ZC_ind-3_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503743/Ksiaznice_gr-3ZC_ind-3_final.bam.bai		
ERR3503744	SAMEA4877768	ERX3524958	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/004/ERR3503744/ERR3503744.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503744/Ksiaznice_gr-3ZC_ind-2_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503744/Ksiaznice_gr-3ZC_ind-2_final.bam.bai		
ERR3503748	SAMEA4877772	ERX3524962	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/008/ERR3503748/ERR3503748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503748/Wilczyce-90_gr-10_sk-3_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503748/Wilczyce-90_gr-10_sk-3_final.bam.bai		
ERR3503729	SAMEA4877753	ERX3524943	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/009/ERR3503729/ERR3503729.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503729/Koszyce-3_5_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503729/Koszyce-3_5_final.bam.bai		
ERR3503733	SAMEA4877757	ERX3524947	PRJEB28451	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR350/003/ERR3503733/ERR3503733.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503733/Koszyce-3_9_final.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR350/ERR3503733/Koszyce-3_9_final.bam.bai		
