run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR3528103	SAMEA5770214	ERX3547747	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR352/003/ERR3528103/ERR3528103.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR352/ERR3528103/R1015.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR352/ERR3528103/R1015.bam.bai		
ERR3545987	SAMEA5770322	ERX3552853	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR354/007/ERR3545987/ERR3545987.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3545987/R973.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3545987/R973.bam.bai		
ERR3545993	SAMEA5770245	ERX3552859	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR354/003/ERR3545993/ERR3545993.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3545993/R123.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3545993/R123.bam.bai		
ERR3545994	SAMEA5770212	ERX3552860	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR354/004/ERR3545994/ERR3545994.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3545994/R22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3545994/R22.bam.bai		
ERR3545997	SAMEA5770279	ERX3552863	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR354/007/ERR3545997/ERR3545997.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3545997/R36.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3545997/R36.bam.bai		
ERR3545999	SAMEA5770263	ERX3552865	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR354/009/ERR3545999/ERR3545999.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3545999/R41.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3545999/R41.bam.bai		
ERR3546000	SAMEA5770236	ERX3552866	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR354/000/ERR3546000/ERR3546000.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3546000/R78.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3546000/R78.bam.bai		
ERR3546004	SAMEA5770213	ERX3552870	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR354/004/ERR3546004/ERR3546004.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3546004/R1.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3546004/R1.bam.bai		
ERR3546008	SAMEA5770311	ERX3552874	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR354/008/ERR3546008/ERR3546008.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3546008/R61.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR354/ERR3546008/R61.bam.bai		
ERR3550224	SAMEA5770282	ERX3556829	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3550224/ERR3550224.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550224/R107.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550224/R107.bam.bai		
ERR3550686	SAMEA5770256	ERX3557291	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3550686/ERR3550686.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550686/R128.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550686/R128.bam.bai		
ERR3550690	SAMEA5770271	ERX3557295	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/000/ERR3550690/ERR3550690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550690/R126.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3550690/R126.bam.bai		
ERR3555034	SAMEA5770317	ERX3557728	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/004/ERR3555034/ERR3555034.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555034/R1219.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555034/R1219.bam.bai		
ERR3555035	SAMEA5770302	ERX3557729	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/005/ERR3555035/ERR3555035.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555035/R57.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555035/R57.bam.bai		
ERR3555038	SAMEA5770290	ERX3557732	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555038/ERR3555038.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555038/R117.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555038/R117.bam.bai		
ERR3555039	SAMEA5770230	ERX3557733	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/009/ERR3555039/ERR3555039.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555039/R114.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555039/R114.bam.bai		
ERR3555086	SAMEA5770314	ERX3557780	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/006/ERR3555086/ERR3555086.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555086/R1288.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555086/R1288.bam.bai		
ERR3555238	SAMEA5770257	ERX3557932	PRJEB32566	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR355/008/ERR3555238/ERR3555238.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555238/R132.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR355/ERR3555238/R132.bam.bai		
