run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR844247	SAMEA3325337	ERX925235	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844247/ERR844247.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844247/RISE47.hg19.flt.sort.rmdup.realign.md.bam		
ERR844249	SAMEA3325339	ERX925237	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844249/ERR844249.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844249/RISE71.hg19.flt.sort.rmdup.realign.md.bam		
ERR844257	SAMEA3325347	ERX925245	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844257/ERR844257.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844257/RISE154.hg19.flt.sort.rmdup.realign.md.bam		
ERR844262	SAMEA3325352	ERX925250	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844262/ERR844262.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844262/RISE210.hg19.flt.sort.rmdup.realign.md.bam		
ERR844263	SAMEA3325353	ERX925251	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844263/ERR844263.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844263/RISE240.hg19.flt.sort.rmdup.realign.md.bam		
ERR844270	SAMEA3325360	ERX925258	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844270/ERR844270.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844270/RISE374.hg19.flt.sort.rmdup.realign.md.bam		
ERR844273	SAMEA3325363	ERX925261	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844273/ERR844273.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844273/RISE392.hg19.flt.sort.rmdup.realign.md.bam		
ERR844275	SAMEA3325365	ERX925263	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844275/ERR844275.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844275/RISE395.hg19.flt.sort.rmdup.realign.md.bam		
ERR844279	SAMEA3325369	ERX925267	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844279/ERR844279.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844279/RISE408.hg19.flt.sort.rmdup.realign.md.bam		
ERR844280	SAMEA3325370	ERX925268	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844280/ERR844280.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844280/RISE412.hg19.flt.sort.rmdup.realign.md.bam		
ERR844283	SAMEA3325373	ERX925271	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844283/ERR844283.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844283/RISE423.hg19.flt.sort.rmdup.realign.md.bam		
ERR844288	SAMEA3325378	ERX925276	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844288/ERR844288.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844288/RISE446.hg19.flt.sort.rmdup.realign.md.bam		
ERR844301	SAMEA3325391	ERX925289	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844301/ERR844301.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844301/RISE496.hg19.flt.sort.rmdup.realign.md.bam		
ERR844305	SAMEA3325395	ERX925293	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844305/ERR844305.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844305/RISE502.hg19.flt.sort.rmdup.realign.md.bam		
ERR844308	SAMEA3325398	ERX925296	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844308/ERR844308.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844308/RISE505.hg19.flt.sort.rmdup.realign.md.bam		
ERR844310	SAMEA3325400	ERX925298	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844310/ERR844310.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844310/RISE508.hg19.flt.sort.rmdup.realign.md.bam		
ERR844313	SAMEA3325403	ERX925301	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844313/ERR844313.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844313/RISE511.hg19.flt.sort.rmdup.realign.md.bam		
ERR844314	SAMEA3325404	ERX925302	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844314/ERR844314.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844314/RISE512.hg19.flt.sort.rmdup.realign.md.bam		
ERR844322	SAMEA3325412	ERX925310	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844322/ERR844322.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844322/RISE548.hg19.flt.sort.rmdup.realign.md.bam		
ERR844324	SAMEA3325414	ERX925312	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844324/ERR844324.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844324/RISE552.hg19.flt.sort.rmdup.realign.md.bam		
ERR844329	SAMEA3325419	ERX925317	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844329/ERR844329.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844329/RISE560.hg19.flt.sort.rmdup.realign.md.bam		
ERR844331	SAMEA3325421	ERX925319	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844331/ERR844331.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844331/RISE563.hg19.flt.sort.rmdup.realign.md.bam		
ERR844333	SAMEA3325423	ERX925321	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844333/ERR844333.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844333/RISE566.hg19.flt.sort.rmdup.realign.md.bam		
ERR844334	SAMEA3325424	ERX925322	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844334/ERR844334.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844334/RISE567.hg19.flt.sort.rmdup.realign.md.bam		
ERR844335	SAMEA3325425	ERX925323	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844335/ERR844335.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844335/RISE568.hg19.flt.sort.rmdup.realign.md.bam		
ERR844337	SAMEA3325427	ERX925325	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844337/ERR844337.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844337/RISE577.hg19.flt.sort.rmdup.realign.md.bam		
ERR844343	SAMEA3325433	ERX925331	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844343/ERR844343.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844343/RISE601.hg19.flt.sort.rmdup.realign.md.bam		
ERR844244	SAMEA3325334	ERX925232	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844244/ERR844244.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844244/RISE1.hg19.flt.sort.rmdup.realign.md.bam		
ERR844245	SAMEA3325335	ERX925233	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844245/ERR844245.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844245/RISE21.hg19.flt.sort.rmdup.realign.md.bam		
ERR844246	SAMEA3325336	ERX925234	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844246/ERR844246.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844246/RISE42.hg19.flt.sort.rmdup.realign.md.bam		
ERR844248	SAMEA3325338	ERX925236	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844248/ERR844248.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844248/RISE61.hg19.flt.sort.rmdup.realign.md.bam		
ERR844259	SAMEA3325349	ERX925247	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844259/ERR844259.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844259/RISE175.hg19.flt.sort.rmdup.realign.md.bam		
ERR844264	SAMEA3325354	ERX925252	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844264/ERR844264.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844264/RISE247.hg19.flt.sort.rmdup.realign.md.bam		
ERR844266	SAMEA3325356	ERX925254	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844266/ERR844266.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844266/RISE276.hg19.flt.sort.rmdup.realign.md.bam		
ERR844268	SAMEA3325358	ERX925256	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844268/ERR844268.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844268/RISE371.hg19.flt.sort.rmdup.realign.md.bam		
ERR844272	SAMEA3325362	ERX925260	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844272/ERR844272.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844272/RISE391.hg19.flt.sort.rmdup.realign.md.bam		
ERR844274	SAMEA3325364	ERX925262	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844274/ERR844274.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844274/RISE394.hg19.flt.sort.rmdup.realign.md.bam		
ERR844278	SAMEA3325368	ERX925266	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844278/ERR844278.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844278/RISE407.hg19.flt.sort.rmdup.realign.md.bam		
ERR844289	SAMEA3325379	ERX925277	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844289/ERR844289.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844289/RISE471.hg19.flt.sort.rmdup.realign.md.bam		
ERR844291	SAMEA3325381	ERX925279	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844291/ERR844291.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844291/RISE480.hg19.flt.sort.rmdup.realign.md.bam		
ERR844292	SAMEA3325382	ERX925280	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844292/ERR844292.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844292/RISE483.hg19.flt.sort.rmdup.realign.md.bam		
ERR844295	SAMEA3325385	ERX925283	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844295/ERR844295.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844295/RISE487.hg19.flt.sort.rmdup.realign.md.bam		
ERR844297	SAMEA3325387	ERX925285	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844297/ERR844297.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844297/RISE492.hg19.flt.sort.rmdup.realign.md.bam		
ERR844298	SAMEA3325388	ERX925286	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844298/ERR844298.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844298/RISE493.hg19.flt.sort.rmdup.realign.md.bam		
ERR844299	SAMEA3325389	ERX925287	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844299/ERR844299.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844299/RISE494.hg19.flt.sort.rmdup.realign.md.bam		
ERR844300	SAMEA3325390	ERX925288	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844300/ERR844300.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844300/RISE495.hg19.flt.sort.rmdup.realign.md.bam		
ERR844302	SAMEA3325392	ERX925290	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844302/ERR844302.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844302/RISE497.hg19.flt.sort.rmdup.realign.md.bam		
ERR844303	SAMEA3325393	ERX925291	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844303/ERR844303.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844303/RISE499.hg19.flt.sort.rmdup.realign.md.bam		
ERR844304	SAMEA3325394	ERX925292	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844304/ERR844304.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844304/RISE500.hg19.flt.sort.rmdup.realign.md.bam		
ERR844312	SAMEA3325402	ERX925300	PRJEB9021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR844/ERR844312/ERR844312.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR844/ERR844312/RISE510.hg19.flt.sort.rmdup.realign.md.bam		
