run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR3350228	SAMEA5684470	ERX3374736	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/008/ERR3350228/ERR3350228.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350228/DA237.realigned.calmd.readsadded.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350228/DA237.realigned.calmd.readsadded.bam.bai		
ERR3350384	SAMEA5684456	ERX3374892	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/004/ERR3350384/ERR3350384.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350384/M9984.sort.rmdup.uniq.rg.realn.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350384/M9984.sort.rmdup.uniq.rg.realn.md.bam.bai		
ERR3350385	SAMEA5684451	ERX3374893	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/005/ERR3350385/ERR3350385.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350385/NEO229.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350385/NEO229.sort.rmdup.realign.md.bam.bai		
ERR3350397	SAMEA5684452	ERX3374905	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/007/ERR3350397/ERR3350397.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350397/NEO230.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350397/NEO230.sort.rmdup.realign.md.bam.bai		
ERR3350398	SAMEA5684453	ERX3374906	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/008/ERR3350398/ERR3350398.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350398/NEO231.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350398/NEO231.sort.rmdup.realign.md.bam.bai		
ERR3350399	SAMEA5684454	ERX3374907	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/009/ERR3350399/ERR3350399.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350399/NEO232.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350399/NEO232.sort.rmdup.realign.md.bam.bai		
ERR3350406	SAMEA5684447	ERX3374914	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/006/ERR3350406/ERR3350406.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350406/NEO237.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350406/NEO237.sort.rmdup.realign.md.bam.bai		
ERR3350407	SAMEA5684448	ERX3374915	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/007/ERR3350407/ERR3350407.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350407/NEO238.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350407/NEO238.sort.rmdup.realign.md.bam.bai		
ERR3350433	SAMEA5684450	ERX3374941	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/003/ERR3350433/ERR3350433.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350433/NEO240.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350433/NEO240.sort.rmdup.realign.md.bam.bai		
ERR3350439	SAMEA5684465	ERX3374947	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/009/ERR3350439/ERR3350439.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350439/NEO248.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350439/NEO248.sort.rmdup.realign.md.bam.bai		
ERR3350444	SAMEA5684455	ERX3374952	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/004/ERR3350444/ERR3350444.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350444/NEO298.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350444/NEO298.sort.rmdup.realign.md.bam.bai		
ERR3351001	SAMEA5684472	ERX3375508	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/001/ERR3351001/ERR3351001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3351001/Yana_Young.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3351001/Yana_Young.sort.rmdup.realign.md.bam.bai		
ERR3374313	SAMEA5714027	ERX3398465	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/003/ERR3374313/ERR3374313.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR337/ERR3374313/DA234.realigned.calmd.readsadded.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR337/ERR3374313/DA234.realigned.calmd.readsadded.bam.bai		
ERR3350227	SAMEA5684469	ERX3374735	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/007/ERR3350227/ERR3350227.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350227/NEO253.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350227/NEO253.sort.rmdup.realign.md.bam.bai		
ERR3350382	SAMEA5684444	ERX3374890	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/002/ERR3350382/ERR3350382.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350382/Kolyma_River.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350382/Kolyma_River.sort.rmdup.realign.md.bam.bai		
ERR3350401	SAMEA5684458	ERX3374909	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/001/ERR3350401/ERR3350401.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350401/NEO234.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350401/NEO234.sort.rmdup.realign.md.bam.bai		
ERR3350405	SAMEA5684446	ERX3374913	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/005/ERR3350405/ERR3350405.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350405/NEO236.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350405/NEO236.sort.rmdup.realign.md.bam.bai		
ERR3350408	SAMEA5684449	ERX3374916	PRJEB29700	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR335/008/ERR3350408/ERR3350408.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350408/NEO239.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR335/ERR3350408/NEO239.sort.rmdup.realign.md.bam.bai		
